customer,External ID,license number,order_date,orderID,customer_po,start_ship_date,bill_street,bill_street2,bill_city,bill_state,bill_postcode,bill_country,ship_street,ship_street2,ship_city,ship_state,ship_postcode,ship_country,phone,fax,email,contact,rep,cancel_date,ship_method,notes,sku,brand,product_line,Qty (Units),Qty (Cases),product,sale_price,is_sample,customer_external_id,payment_terms,payment_methods,original_sale_price,source,manual,externalOrderID,original_unit_price,status,line_item_total,strain,strain_classification,category,service_zone,unit_price,paid,paid_date,paid_approver,custom_menu_price,production_batch_number,created_by,buyer_paid,delivered_date,sub_category,unit_of_measure,base_units_per_unit
RISE Spanish Springs,169,5.21255E+19,12/31/21 15:35,edf66e71,,1/6/22,9650 Pyramid Hwy,,Sparks,NV,89441,United States of America,9650 Pyramid Hwy,,Sparks,NV,89441,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4373913914c9a21eff52,Cann Social Tonics,Social Tonics Core 6-Packs,8,2,Lemon Lavender - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,169,$32.00 ,Complete,$64.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4011206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
RISE Spanish Springs,169,5.21255E+19,12/31/21 15:35,edf66e71,,1/6/22,9650 Pyramid Hwy,,Sparks,NV,89441,United States of America,9650 Pyramid Hwy,,Sparks,NV,89441,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4e22b92f59a614783e70,Cann Social Tonics,Social Tonics Core 6-Packs,8,2,Pineapple JalapeÃ±o 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,169,$32.00 ,Complete,$64.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
RISE Spanish Springs,169,5.21255E+19,12/31/21 15:35,edf66e71,,1/6/22,9650 Pyramid Hwy,,Sparks,NV,89441,United States of America,9650 Pyramid Hwy,,Sparks,NV,89441,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4a22ac613e4da5c6c6e6,Cann Social Tonics,Winter Seasonal,18,3,Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,169,$54.00 ,Complete,$162.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,FG3BCN4062005211008,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,16,4,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$32.00 ,Complete,$128.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4031206210917,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4392a5410398c93245c0,Cann Social Tonics,Social Tonics Core 6-Packs,12,3,Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$32.00 ,Complete,$96.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG2CN4061206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,12,3,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$32.00 ,Complete,$96.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4021206210826,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4373913914c9a21eff52,Cann Social Tonics,Social Tonics Core 6-Packs,16,4,Lemon Lavender - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$32.00 ,Complete,$128.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4011206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,424cbed2136400713a96,Cann Social Tonics,Core Hi Boys,12,2,Blood Orange Cardamom  Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$54.00 ,Complete,$108.00 ,,â€“,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4a22ac613e4da5c6c6e6,Cann Social Tonics,Winter Seasonal,12,2,Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$54.00 ,Complete,$108.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,FG3BCN4062005211008,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4f31a045b56b2fba130d,Cann Social Tonics,Core Hi Boys,6,1,Grapefruit Rosemary Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,496aa8e6f6090ea4a05f,Cann Social Tonics,Core Hi Boys,6,1,Lemon Lavender Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT,170,9.75193E+18,1/3/22 11:31,87717c3f,,1/6/22,132 E. Second St.,,Reno,NV,89501,United States of America,132 E. Second St.,,Reno,NV,89501,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4d94af0d0e059cb90900,Cann Social Tonics,Winter Seasonal,6,1,Pineapple JalapeÃ±o                                                                                                        -  Hi Boy 4 Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,170,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT North,171,1.32443E+19,1/3/22 11:35,c9301989,,1/6/22,340 Lemmon Dr,,Reno,NV,89506,United States of America,340 Lemmon Dr,,Reno,NV,89506,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,424cbed2136400713a96,Cann Social Tonics,Core Hi Boys,6,1,Blood Orange Cardamom  Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,171,$54.00 ,Complete,$54.00 ,,â€“,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT North,171,1.32443E+19,1/3/22 11:35,c9301989,,1/6/22,340 Lemmon Dr,,Reno,NV,89506,United States of America,340 Lemmon Dr,,Reno,NV,89506,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,8,2,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,171,$32.00 ,Complete,$64.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4021206210826,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT North,171,1.32443E+19,1/3/22 11:35,c9301989,,1/6/22,340 Lemmon Dr,,Reno,NV,89506,United States of America,340 Lemmon Dr,,Reno,NV,89506,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4f31a045b56b2fba130d,Cann Social Tonics,Core Hi Boys,6,1,Grapefruit Rosemary Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,171,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MYNT North,171,1.32443E+19,1/3/22 11:35,c9301989,,1/6/22,340 Lemmon Dr,,Reno,NV,89506,United States of America,340 Lemmon Dr,,Reno,NV,89506,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,496aa8e6f6090ea4a05f,Cann Social Tonics,Core Hi Boys,6,1,Lemon Lavender Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,171,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,8,2,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$32.00 ,Complete,$64.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4031206210917,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4392a5410398c93245c0,Cann Social Tonics,Social Tonics Core 6-Packs,4,1,Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$32.00 ,Complete,$32.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG2CN4061206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,16,4,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$32.00 ,Complete,$128.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4021206210826,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4373913914c9a21eff52,Cann Social Tonics,Social Tonics Core 6-Packs,8,2,Lemon Lavender - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$32.00 ,Complete,$64.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4011206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,424cbed2136400713a96,Cann Social Tonics,Core Hi Boys,6,1,Blood Orange Cardamom  Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$54.00 ,Complete,$54.00 ,,â€“,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4a22ac613e4da5c6c6e6,Cann Social Tonics,Winter Seasonal,24,4,Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$54.00 ,Complete,$216.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,FG3BCN4062005211008,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4f31a045b56b2fba130d,Cann Social Tonics,Core Hi Boys,6,1,Grapefruit Rosemary Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,496aa8e6f6090ea4a05f,Cann Social Tonics,Core Hi Boys,6,1,Lemon Lavender Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Dispensary Reno,174,1019900563-001-DIP,1/3/22 11:42,8887cafc,,1/6/22,100 W Plumb Lane,,Reno,NV,89509,United States of America,100 W Plumb Lane,,Reno,NV,89509,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4d94af0d0e059cb90900,Cann Social Tonics,Winter Seasonal,6,1,Pineapple JalapeÃ±o                                                                                                        -  Hi Boy 4 Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,174,$54.00 ,Complete,$54.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,178,5.68595E+19,1/10/22 14:42,04a9a5f3,,1/13/22,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,24,6,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,178,$32.00 ,Complete,$192.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4031206210917,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,178,5.68595E+19,1/10/22 14:42,04a9a5f3,,1/13/22,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,24,6,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,178,$32.00 ,Complete,$192.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4021206210826,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,178,5.68595E+19,1/10/22 14:42,04a9a5f3,,1/13/22,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4373913914c9a21eff52,Cann Social Tonics,Social Tonics Core 6-Packs,18,4.5,Lemon Lavender - 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,178,$32.00 ,Complete,$144.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4011206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,178,5.68595E+19,1/10/22 14:42,04a9a5f3,,1/13/22,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4a22ac613e4da5c6c6e6,Cann Social Tonics,Winter Seasonal,24,4,Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,178,$54.00 ,Complete,$168.00 ,,N/A,Edibles & Ingestibles,,$42.00 ,FALSE,,,$42.00 ,FG3BCN4062005211008,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,178,5.68595E+19,1/10/22 14:42,04a9a5f3,,1/13/22,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,424cbed2136400713a96,Cann Social Tonics,Core Hi Boys,18,3,Blood Orange Cardamom  Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,178,$54.00 ,Complete,$126.00 ,,â€“,Edibles & Ingestibles,,$42.00 ,FALSE,,,$42.00 ,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,178,5.68595E+19,1/10/22 14:42,04a9a5f3,,1/13/22,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4f31a045b56b2fba130d,Cann Social Tonics,Core Hi Boys,18,3,Grapefruit Rosemary Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,178,$54.00 ,Complete,$126.00 ,,N/A,Edibles & Ingestibles,,$42.00 ,FALSE,,,$42.00 ,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,178,5.68595E+19,1/10/22 14:42,04a9a5f3,,1/13/22,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,496aa8e6f6090ea4a05f,Cann Social Tonics,Core Hi Boys,18,3,Lemon Lavender Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,178,$54.00 ,Complete,$126.00 ,,N/A,Edibles & Ingestibles,,$42.00 ,FALSE,,,$42.00 ,,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Durango,179,9.27184E+18,1/10/22 17:57,7f4d16c2,,1/13/22,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,60,15,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,179,$32.00 ,Complete,$480.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4031206210917,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Durango,179,9.27184E+18,1/10/22 17:57,7f4d16c2,,1/13/22,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4392a5410398c93245c0,Cann Social Tonics,Social Tonics Core 6-Packs,18,4.5,Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,179,$32.00 ,Complete,$144.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG2CN4061206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Durango,179,9.27184E+18,1/10/22 17:57,7f4d16c2,,1/13/22,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4373913914c9a21eff52,Cann Social Tonics,Social Tonics Core 6-Packs,60,15,Lemon Lavender - 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,179,$32.00 ,Complete,$480.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4011206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Durango,179,9.27184E+18,1/10/22 17:57,7f4d16c2,,1/13/22,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4a22ac613e4da5c6c6e6,Cann Social Tonics,Winter Seasonal,12,2,Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,179,$54.00 ,Complete,$108.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,FG3BCN4062005211008,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Durango,179,9.27184E+18,1/10/22 17:57,7f4d16c2,,1/13/22,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,424cbed2136400713a96,Cann Social Tonics,Core Hi Boys,12,2,Blood Orange Cardamom  Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,179,$54.00 ,Complete,$108.00 ,,â€“,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Durango,179,9.27184E+18,1/10/22 17:57,7f4d16c2,,1/13/22,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4f31a045b56b2fba130d,Cann Social Tonics,Core Hi Boys,12,2,Grapefruit Rosemary Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,179,$54.00 ,Complete,$108.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Durango,179,9.27184E+18,1/10/22 17:57,7f4d16c2,,1/13/22,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,6410 S Durango Dr,,Las Vegas,NV,89113,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,496aa8e6f6090ea4a05f,Cann Social Tonics,Core Hi Boys,12,2,Lemon Lavender Hi Boy - 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,179,$54.00 ,Complete,$108.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Sunset (Retail),180,1.98737E+19,1/10/22 17:58,c4fe352c,,1/13/22,"4300 E Sunset Rd, A3",,Henderson,NV,89014,United States of America,"4300 E Sunset Rd, A3",,Henderson,NV,89014,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,42,10.5,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,180,$32.00 ,Complete,$336.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4031206210917,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Sunset (Retail),180,1.98737E+19,1/10/22 17:58,c4fe352c,,1/13/22,"4300 E Sunset Rd, A3",,Henderson,NV,89014,United States of America,"4300 E Sunset Rd, A3",,Henderson,NV,89014,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4392a5410398c93245c0,Cann Social Tonics,Social Tonics Core 6-Packs,24,6,Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,180,$32.00 ,Complete,$192.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG2CN4061206211004,Megan Little,FALSE,,Beverages,Unit,1 Unit
Essence Dispensary - Sunset (Retail),180,1.98737E+19,1/10/22 17:58,c4fe352c,,1/13/22,"4300 E Sunset Rd, A3",,Henderson,NV,89014,United States of America,"4300 E Sunset Rd, A3",,Henderson,NV,89014,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,54,13.5,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,180,$32.00 ,Complete,$432.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,FG3CN4021206210826,Megan Little,FALSE,,Beverages,Unit,1 Unit
