customer,External ID,license number,order_date,orderID,customer_po,start_ship_date,bill_street,bill_street2,bill_city,bill_state,bill_postcode,bill_country,ship_street,ship_street2,ship_city,ship_state,ship_postcode,ship_country,phone,fax,email,contact,rep,cancel_date,ship_method,notes,sku,brand,product_line,Qty (Units),Qty (Cases),product,sale_price,is_sample,customer_external_id,payment_terms,payment_methods,original_sale_price,source,manual,externalOrderID,original_unit_price,status,line_item_total,strain,strain_classification,category,service_zone,unit_price,paid,paid_date,paid_approver,custom_menu_price,production_batch_number,created_by,buyer_paid,delivered_date,sub_category,unit_of_measure,base_units_per_unit,,Delivered?,Month,Quarter,Year,Delivery
Sanctuary Danvers,629,RMD-1127,12-10-2021 13:03,e42a52b5,,12-10-2021,2 Electronics Ave,,Danvers,MA,1923,United States of America,2 Electronics Ave,,Danvers,MA,1923,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,629,$48.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Sanctuary Danvers,629,RMD-1127,12-10-2021 13:03,e42a52b5,,12-10-2021,2 Electronics Ave,,Danvers,MA,1923,United States of America,2 Electronics Ave,,Danvers,MA,1923,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,629,$48.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Sanctuary Woburn,630,RMD1128,12-10-2021 13:05,790e68d7,,12-10-2021,130 Commerce Way,,Woburn,MA,1801,United States of America,130 Commerce Way,,Woburn,MA,1801,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,630,$48.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Sanctuary Woburn,630,RMD1128,12-10-2021 13:05,790e68d7,,12-10-2021,130 Commerce Way,,Woburn,MA,1801,United States of America,130 Commerce Way,,Woburn,MA,1801,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,630,$48.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Sanctuary Woburn,630,RMD1128,12-10-2021 13:05,790e68d7,,12-10-2021,130 Commerce Way,,Woburn,MA,1801,United States of America,130 Commerce Way,,Woburn,MA,1801,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,630,$48.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Sanctuary Woburn,630,RMD1128,12-10-2021 13:05,790e68d7,,12-10-2021,130 Commerce Way,,Woburn,MA,1801,United States of America,130 Commerce Way,,Woburn,MA,1801,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,630,$48.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Redi,631,MR282803,12-10-2021 13:10,aeefc42e,,12-10-2021,24-26 Elliot St,,Newton,MA,2461,United States of America,24-26 Elliot St,,Newton,MA,2461,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,16,4,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,631,$48.00 ,Complete,$192.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Redi,631,MR282803,12-10-2021 13:10,aeefc42e,,12-10-2021,24-26 Elliot St,,Newton,MA,2461,United States of America,24-26 Elliot St,,Newton,MA,2461,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,20,5,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,631,$48.00 ,Complete,$240.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Redi,631,MR282803,12-10-2021 13:10,aeefc42e,,12-10-2021,24-26 Elliot St,,Newton,MA,2461,United States of America,24-26 Elliot St,,Newton,MA,2461,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,22,5.5,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,631,$48.00 ,Complete,$264.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Redi,631,MR282803,12-10-2021 13:10,aeefc42e,,12-10-2021,24-26 Elliot St,,Newton,MA,2461,United States of America,24-26 Elliot St,,Newton,MA,2461,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,20,5,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,631,$48.00 ,Complete,$240.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Apothca Arlington,632,RMD345-C,12-10-2021 13:15,a3b417fc,,12-10-2021,99 Development Rd,,Fitchburg,MA,1420,United States of America,99 Development Rd,,Fitchburg,MA,1420,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,52,13,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,"""""""1386 Massachusetts AvenueArlington, MA 2476, United States""""""",Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,632,$48.00 ,Complete,$520.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$40.00 ,FALSE,,,$40.00 ,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Apothca Arlington,632,RMD345-C,12-10-2021 13:15,a3b417fc,,12-10-2021,99 Development Rd,,Fitchburg,MA,1420,United States of America,99 Development Rd,,Fitchburg,MA,1420,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,"""""""1386 Massachusetts AvenueArlington, MA 2476, United States""""""",Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,632,$48.00 ,Complete,$400.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$40.00 ,FALSE,,,$40.00 ,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Apothca Arlington,632,RMD345-C,12-10-2021 13:15,a3b417fc,,12-10-2021,99 Development Rd,,Fitchburg,MA,1420,United States of America,99 Development Rd,,Fitchburg,MA,1420,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,52,13,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,"""""""1386 Massachusetts AvenueArlington, MA 2476, United States""""""",Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,632,$48.00 ,Complete,$520.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$40.00 ,FALSE,,,$40.00 ,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
ZENLEAF - Sharon,618,MR281552,12-10-2021 10:01,00129b88,,12/14/21,2 Merchant St.,1,Sharon,MA,2067,United States of America,2 Merchant St.,1,Sharon,MA,2067,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,39,9.75,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,618,$48.00 ,Complete,$468.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,12/14/21,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
ZENLEAF - Sharon,618,MR281552,12-10-2021 10:01,00129b88,,12/14/21,2 Merchant St.,1,Sharon,MA,2067,United States of America,2 Merchant St.,1,Sharon,MA,2067,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,37,9.25,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,618,$48.00 ,Complete,$444.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,12/14/21,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
ZENLEAF - Sharon,618,MR281552,12-10-2021 10:01,00129b88,,12/14/21,2 Merchant St.,1,Sharon,MA,2067,United States of America,2 Merchant St.,1,Sharon,MA,2067,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,37,9.25,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,618,$48.00 ,Complete,$444.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,12/14/21,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
ZENLEAF - Sharon,618,MR281552,12-10-2021 10:01,00129b88,,12/14/21,2 Merchant St.,1,Sharon,MA,2067,United States of America,2 Merchant St.,1,Sharon,MA,2067,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,37,9.25,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,618,$48.00 ,Complete,$444.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,12/14/21,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
ZENLEAF - Sharon,618,MR281552,12-10-2021 10:01,00129b88,,12/14/21,2 Merchant St.,1,Sharon,MA,2067,United States of America,2 Merchant St.,1,Sharon,MA,2067,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00406S,Cann Social Tonics,SAM - Internal Products,20,5,SAM - Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,618,$0.08 ,Complete,$0.40 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$0.08 ,FALSE,,,,,Joe Assencoa,FALSE,12/14/21,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
ZENLEAF - Sharon,618,MR281552,12-10-2021 10:01,00129b88,,12/14/21,2 Merchant St.,1,Sharon,MA,2067,United States of America,2 Merchant St.,1,Sharon,MA,2067,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00407S,Cann Social Tonics,SAM - Internal Products,20,5,SAM - Grapefruit Rosemary - 8oz. 6-Pack,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,618,$0.08 ,Complete,$0.40 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$0.08 ,FALSE,,,,,Joe Assencoa,FALSE,12/14/21,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
ZENLEAF - Sharon,618,MR281552,12-10-2021 10:01,00129b88,,12/14/21,2 Merchant St.,1,Sharon,MA,2067,United States of America,2 Merchant St.,1,Sharon,MA,2067,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00405S,Cann Social Tonics,SAM - Internal Products,20,5,SAM - Lemon Lavender - 8oz. 6-Pack,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,618,$0.08 ,Complete,$0.40 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$0.08 ,FALSE,,,,,Joe Assencoa,FALSE,12/14/21,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Zenleaf Plymouth,619,MR282232,12-10-2021 10:15,45a9db48,,12/14/21,11 Richard's Rd,,Plymouth,MA,2360,United States of America,11 Richard's Rd,,Plymouth,MA,2360,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,19,4.75,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,619,$48.00 ,Complete,$228.00 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Zenleaf Plymouth,619,MR282232,12-10-2021 10:15,45a9db48,,12/14/21,11 Richard's Rd,,Plymouth,MA,2360,United States of America,11 Richard's Rd,,Plymouth,MA,2360,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,18,4.5,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,619,$48.00 ,Complete,$216.00 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Zenleaf Plymouth,619,MR282232,12-10-2021 10:15,45a9db48,,12/14/21,11 Richard's Rd,,Plymouth,MA,2360,United States of America,11 Richard's Rd,,Plymouth,MA,2360,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,19,4.75,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,619,$48.00 ,Complete,$228.00 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Zenleaf Plymouth,619,MR282232,12-10-2021 10:15,45a9db48,,12/14/21,11 Richard's Rd,,Plymouth,MA,2360,United States of America,11 Richard's Rd,,Plymouth,MA,2360,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,19,4.75,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,619,$48.00 ,Complete,$228.00 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Zenleaf Plymouth,619,MR282232,12-10-2021 10:15,45a9db48,,12/14/21,11 Richard's Rd,,Plymouth,MA,2360,United States of America,11 Richard's Rd,,Plymouth,MA,2360,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00406S,Cann Social Tonics,SAM - Internal Products,20,5,SAM - Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,619,$0.08 ,Complete,$0.40 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$0.08 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Zenleaf Plymouth,619,MR282232,12-10-2021 10:15,45a9db48,,12/14/21,11 Richard's Rd,,Plymouth,MA,2360,United States of America,11 Richard's Rd,,Plymouth,MA,2360,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00407S,Cann Social Tonics,SAM - Internal Products,20,5,SAM - Grapefruit Rosemary - 8oz. 6-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,619,$0.08 ,Complete,$0.40 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$0.08 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Zenleaf Plymouth,619,MR282232,12-10-2021 10:15,45a9db48,,12/14/21,11 Richard's Rd,,Plymouth,MA,2360,United States of America,11 Richard's Rd,,Plymouth,MA,2360,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00405S,Cann Social Tonics,SAM - Internal Products,20,5,SAM - Lemon Lavender - 8oz. 6-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,619,$0.08 ,Complete,$0.40 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$0.08 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Northeast Alternatives,634,MP281319,12-10-2021 13:55,c6e431d9,,12/14/21,999 William S Canning Blvd,,Fall River,MA,2721,United States of America,999 William S Canning Blvd,,Fall River,MA,2721,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,634,$48.00 ,Complete,$480.00 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Northeast Alternatives,634,MP281319,12-10-2021 13:55,c6e431d9,,12/14/21,999 William S Canning Blvd,,Fall River,MA,2721,United States of America,999 William S Canning Blvd,,Fall River,MA,2721,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,634,$48.00 ,Complete,$480.00 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Northeast Alternatives,634,MP281319,12-10-2021 13:55,c6e431d9,,12/14/21,999 William S Canning Blvd,,Fall River,MA,2721,United States of America,999 William S Canning Blvd,,Fall River,MA,2721,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,634,$48.00 ,Complete,$480.00 ,,2:1 CBD,Edibles & Ingestibles,South Shore / Cape Cod,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Framingham - Med,600,RMD965-R,12-08-2021 11:15,6afcbc60,,12/15/21,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,,,courtney@cannandbotl.com,Courtney Gardner,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,25,6.25,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,600,$48.00 ,Complete,$300.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Courtney Gardner,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Framingham - Med,600,RMD965-R,12-08-2021 11:15,6afcbc60,,12/15/21,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,,,courtney@cannandbotl.com,Courtney Gardner,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,20,5,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,600,$48.00 ,Complete,$240.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Courtney Gardner,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Framingham - Med,600,RMD965-R,12-08-2021 11:15,6afcbc60,,12/15/21,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,,,courtney@cannandbotl.com,Courtney Gardner,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,15,3.75,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,600,$48.00 ,Complete,$180.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Courtney Gardner,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Framingham - Med,600,RMD965-R,12-08-2021 11:15,6afcbc60,,12/15/21,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,,,courtney@cannandbotl.com,Courtney Gardner,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,15,3.75,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,600,$48.00 ,Complete,$180.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Courtney Gardner,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Framingham - Med,600,RMD965-R,12-08-2021 11:15,6afcbc60,,12/15/21,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,,,courtney@cannandbotl.com,Courtney Gardner,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,10,2.5,6-Pack - Lemon Lavender - 8oz.,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,600,$48.00 ,Complete,$0.10 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$0.04 ,FALSE,,,,,Courtney Gardner,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Framingham - Med,600,RMD965-R,12-08-2021 11:15,6afcbc60,,12/15/21,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,,,courtney@cannandbotl.com,Courtney Gardner,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,10,2.5,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,600,$48.00 ,Complete,$0.10 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$0.04 ,FALSE,,,,,Courtney Gardner,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Framingham - Med,600,RMD965-R,12-08-2021 11:15,6afcbc60,,12/15/21,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,665 Cochituate Road,Suite B,Framingham,MA,1701,United States of America,,,courtney@cannandbotl.com,Courtney Gardner,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,10,2.5,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,600,$48.00 ,Complete,$0.10 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$0.04 ,FALSE,,,,,Courtney Gardner,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Pittsfield - AU,633,MR281588,12-10-2021 13:25,0a54020f,,12/15/21,665 Cochituate Rd,,Framingham,MA,1701,United States of America,10 Callahan Drive,,Pittsfield,MA,1201,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,25,6.25,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,633,$48.00 ,Complete,$300.00 ,,2:1 CBD,Edibles & Ingestibles,Western Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
Temescal Wellness Pittsfield - AU,633,MR281588,12-10-2021 13:25,0a54020f,,12/15/21,665 Cochituate Rd,,Framingham,MA,1701,United States of America,10 Callahan Drive,,Pittsfield,MA,1201,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,20,5,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,633,$48.00 ,Complete,$240.00 ,,2:1 CBD,Edibles & Ingestibles,Western Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,12,4,2021,No
